id, user_id,loo_id,issue_type,comment,picture_url,state,source,gender,resolved_at,created_at,updated_at
371,H8067,46,dirty,,,resolved,app,female,1460267960992,1455788330284,1460109925273
372,Y1245,47,no water,,,pending,app,male,,1457085143719,1458188775179
373,N9158,14,no soap,,,pending,app,male,,1453187204990,1456142365002
374,L4298,75,broken,,,pending,hardware,female,,1455569171984,1456467451805
375,R3570,41,broken,,,pending,app,male,,1458696891897,1455363180170
376,B6091,65,no water,,,resolved,app,male,1459463998187,1458978907606,1460210526432
377,P2563,80,broken,,,pending,app,male,,1459312658913,1453576540306
378,L9724,50,no water,,,resolved,hardware,male,1460125079437,1453930426843,1454811024882
379,O4777,90,no water,,,pending,hardware,female,,1454175925442,1456305288972
380,H2916,14,broken,,,resolved,hardware,female,1457760539441,1457289359755,1454395963511
381,O9659,86,no soap,,,resolved,hardware,female,1460009671400,1459668284753,1458101128922
382,N9379,23,dirty,,,resolved,app,female,1460049122574,1459702661645,1454308198066
383,Y5001,26,no soap,,,pending,hardware,male,,1453178172093,1458240441020
384,I7264,70,broken,,,pending,app,male,,1458037244187,1456970417699
385,B2804,40,no soap,,,pending,app,male,,1459503723026,1454420391735
386,Q9311,33,broken,,,resolved,hardware,female,1460271877788,1459432099332,1460337404812
387,M6676,7,dirty,,,pending,hardware,male,,1456054837432,1459918895634
388,F8823,19,no water,,,resolved,hardware,female,1456157379570,1455969771191,1455114889703
389,J3399,28,broken,,,resolved,hardware,female,1458980023452,1452860073020,1457683380024
390,Q9765,49,dirty,,,pending,hardware,male,,1458539249905,1455993767862
391,Y5896,53,dirty,,,resolved,hardware,male,1458635441982,1454330137313,1458182927341
392,J2314,31,broken,,,resolved,hardware,female,1455291991649,1454496387046,1458476897970
393,Y1830,77,no water,,,resolved,app,male,1453945723762,1453196571049,1453253611152
394,Y6041,49,dirty,,,resolved,hardware,male,1456054563634,1454845590771,1459173305288
395,S2350,59,no water,,,resolved,app,male,1455589355788,1455272133591,1457067664481
396,R2640,25,dirty,,,pending,hardware,male,,1453323222597,1455228218844
397,P793,53,no soap,,,resolved,app,male,1455800171517,1455489660192,1458295582725
398,A3566,71,no water,,,resolved,hardware,male,1460385786763,1459824068724,1456208412631
399,P5283,30,no water,,,pending,app,male,,1454342443766,1453338659519
400,F4452,63,dirty,,,pending,hardware,male,,1455377905794,1453205728992
401,X2879,27,no water,,,resolved,app,female,1459778052302,1459499111105,1458558326680
402,E8460,16,no water,,,pending,hardware,male,,1458357373379,1457241065428
403,Y1000,31,dirty,,,pending,hardware,female,,1454605859294,1456393831141
404,N8382,14,broken,,,resolved,app,male,1459527947775,1459268439957,1457857597274
405,J5122,20,no water,,,pending,app,male,,1454237764019,1454210382325
406,Y4961,29,dirty,,,resolved,app,male,1457114988280,1454568971506,1454452497958
407,V4231,27,broken,,,pending,app,female,,1453090766149,1459958336968
408,H3040,99,no soap,,,resolved,app,male,1456883439496,1454742699072,1459292788548
409,M970,58,broken,,,pending,hardware,male,,1456713740044,1457049413917
410,Z7148,60,broken,,,resolved,hardware,female,1460544538813,1460179924977,1459536007302
411,T6567,12,no water,,,resolved,hardware,male,1457379080597,1456681135358,1459772060991
412,N9314,2,broken,,,pending,hardware,female,,1456771856585,1456641416556
413,T6214,87,no water,,,pending,app,female,,1458866241024,1458646966865
414,Q1846,23,broken,,,pending,hardware,female,,1455334207723,1459111099162
415,K3826,66,dirty,,,resolved,hardware,female,1459617803591,1456505640776,1459165603600
416,M9008,67,no water,,,pending,app,female,,1455766430454,1454051618872
417,V9144,76,broken,,,resolved,app,male,1458259062497,1454143224142,1454095685953
418,N4642,79,no soap,,,resolved,app,female,1458437103404,1453249307359,1452668894676
419,N4483,40,broken,,,resolved,hardware,male,1456189735900,1455983532891,1458563869504
420,X9266,63,no water,,,pending,hardware,male,,1456541790793,1459502886557
421,B5232,14,no water,,,pending,app,male,,1454807241190,1458423391349
422,A8647,43,dirty,,,pending,app,male,,1459683689602,1460056598540
423,X4709,96,dirty,,,resolved,app,male,1460634336363,1460177362736,1453614414230
424,X3756,88,broken,,,pending,hardware,female,,1460268273276,1460206947676
425,L2859,48,broken,,,pending,app,female,,1460151670494,1454117340922
426,O7308,6,no soap,,,pending,app,male,,1456198477139,1458523835996
427,W5689,68,no soap,,,resolved,hardware,male,1459717368867,1454473860239,1452760099440
428,N6968,41,no soap,,,resolved,app,female,1456555695464,1455850490430,1454594104447
429,G6092,97,no water,,,resolved,hardware,female,1456999015178,1456564302487,1455143328593
430,F9395,81,broken,,,resolved,app,female,1457746464133,1454117588223,1457563752123
431,P4327,74,broken,,,resolved,hardware,female,1455688542129,1453763914079,1457472204490
432,O8305,40,no water,,,pending,hardware,male,,1456013708847,1459630377234
433,M8891,67,broken,,,pending,app,male,,1458945755434,1454429340564
434,V3449,64,no water,,,resolved,app,female,1458458485802,1457376051447,1454397026012
435,I4968,97,no water,,,pending,hardware,male,,1459808022313,1457193012107
436,K5554,61,no water,,,resolved,hardware,male,1454624658862,1453680377881,1456731557669
437,O3356,68,dirty,,,resolved,app,male,1460338885332,1460216333336,1458366874346
438,J3197,80,broken,,,resolved,hardware,male,1459689401352,1455399816271,1456060008648
439,G819,98,no soap,,,resolved,hardware,male,1457795007722,1457230874093,1456164117522
440,B8238,46,no water,,,resolved,hardware,male,1455221734613,1454858482288,1456782739458
441,V4083,68,no soap,,,pending,app,male,,1453476005682,1457005782060
442,J607,25,no soap,,,pending,app,male,,1456557131225,1452959048121
443,F6374,10,no water,,,resolved,hardware,female,1458351297564,1458236552744,1455606900737
444,U5089,39,broken,,,resolved,hardware,female,1456320737633,1453955112972,1452699482282
445,Y774,28,dirty,,,pending,hardware,female,,1453939237574,1452726116824
446,E3803,58,broken,,,resolved,app,male,1459429535020,1455787440258,1453258956600
447,L3991,20,no water,,,pending,app,female,,1454265073189,1456502691912
448,G3191,37,no soap,,,resolved,app,female,1455859455885,1454528102436,1460001217686
449,L4579,86,no water,,,resolved,hardware,male,1458950205209,1454386253578,1454780179253
450,J1863,22,broken,,,pending,hardware,female,,1455831505387,1455718106746
451,T2074,86,no water,,,pending,app,male,,1456658265731,1456107204468
452,T7500,14,dirty,,,resolved,app,female,1460038209807,1459365609101,1457889917098
453,X4595,62,dirty,,,resolved,hardware,female,1459696124189,1459402908877,1456911252167
454,Y7738,77,no soap,,,resolved,app,male,1459062849359,1455626242890,1454767679991
455,C4629,68,no water,,,resolved,app,male,1458304364443,1455709901318,1458020653368
456,G4452,87,dirty,,,pending,hardware,male,,1458509505587,1460319763068
457,E3389,59,no water,,,pending,hardware,female,,1453719238491,1458680406517
458,T4093,22,broken,,,pending,app,female,,1453976219778,1456406257995
459,I7042,69,no soap,,,pending,app,male,,1459134801058,1452733437243
460,O60,77,broken,,,pending,app,female,,1460235324376,1455505373127
461,A8608,97,dirty,,,resolved,app,female,1457360149650,1456985758640,1457202804216
462,P6518,98,broken,,,pending,app,female,,1456161765760,1455942934353
463,X6435,37,dirty,,,pending,app,male,,1455187342789,1456123545892
464,F497,13,broken,,,pending,hardware,female,,1454632075019,1455224166953
465,W6123,13,no water,,,resolved,hardware,male,1459557824498,1459386880225,1458244207111
466,Y9699,77,no water,,,resolved,hardware,male,1457201008436,1457093749208,1454197174909
467,Y556,1,no water,,,pending,app,male,,1457573241316,1459969449443
468,F208,6,no soap,,,pending,hardware,male,,1457997651819,1455332838179
469,J4574,13,no water,,,resolved,hardware,female,1455194994757,1454370162118,1458311797440
470,E1284,43,no soap,,,resolved,app,female,1458984810215,1458559672992,1453589818233
471,U3533,21,no soap,,,resolved,hardware,male,1454501669086,1452665427784,1453821480002
472,B462,95,no water,,,resolved,hardware,female,1454526572737,1453675022365,1456890698834
473,J3973,95,broken,,,pending,app,female,,1458370088940,1457175760600
474,R7517,87,no soap,,,resolved,hardware,female,1458184867724,1457957579404,1458936487427
475,E1854,51,broken,,,pending,app,male,,1459760882201,1456897109163
476,D2760,46,dirty,,,resolved,hardware,male,1455754412889,1455384009610,1458456625130
477,C8227,97,no soap,,,pending,app,male,,1455453779897,1457103898886
478,T443,39,broken,,,resolved,hardware,female,1455987714225,1455961729098,1452924596229
479,A7824,58,dirty,,,pending,app,female,,1459895851947,1456835876410
480,I4030,35,broken,,,pending,app,male,,1456144935261,1452976905587
481,G7645,43,no water,,,pending,app,female,,1457093539296,1455566368556
482,S2740,67,broken,,,pending,hardware,male,,1455237692191,1456237306613
483,R9825,38,no water,,,resolved,app,male,1455788702807,1454009002248,1454038413573
484,Q2924,36,no soap,,,resolved,app,male,1459963818445,1459723266235,1453291720391
485,J3433,3,broken,,,resolved,hardware,male,1458684058986,1458286312968,1459618048711
486,O9716,3,no soap,,,pending,hardware,female,,1458824342978,1455543688046
487,E1918,44,no water,,,pending,hardware,female,,1459057843389,1459290812331
488,P3098,1,broken,,,pending,app,female,,1459933536964,1459508662603
489,I5766,11,dirty,,,resolved,app,female,1455764045116,1454978493111,1456532199064
490,N7094,46,no water,,,pending,app,female,,1457439743863,1458858257167
491,J5776,53,no soap,,,resolved,app,female,1460642729645,1460245848040,1456740795418
492,G7237,87,no soap,,,pending,hardware,male,,1453752045897,1457145630572
493,V8076,0,no soap,,,resolved,app,female,1454210031125,1453522228868,1455950945683
494,Y2448,85,dirty,,,resolved,app,male,1458755471560,1458080606063,1459508117650
495,T9151,18,no soap,,,resolved,hardware,female,1458305558915,1457892187777,1455347487653
496,G2621,77,dirty,,,resolved,app,male,1459788470408,1459334436303,1457772172891
497,I9766,70,no water,,,resolved,hardware,male,1459739657379,1458888889980,1456102055687
498,X8642,84,no water,,,pending,app,female,,1452969277022,1458000376368
499,H7931,44,no soap,,,pending,hardware,male,,1456529502952,1456219733573
500,H2624,59,broken,,,pending,hardware,male,,1458848527555,1457818962956
501,D3646,28,dirty,,,resolved,app,female,1454435628358,1453780791764,1453477340175
502,E608,35,dirty,,,resolved,app,male,1459021689044,1458871388765,1456789542452
503,R5773,53,broken,,,resolved,app,male,1458250019856,1457437490352,1459997617454
504,P9399,75,broken,,,pending,hardware,male,,1452965363967,1453324587373
505,J490,54,dirty,,,pending,app,female,,1459737340624,1457834136120
506,R9086,64,no water,,,pending,app,male,,1454419884290,1455224481245
507,R1320,53,no soap,,,resolved,app,male,1459614223794,1458668261034,1460022527125
508,T2144,1,no water,,,resolved,hardware,male,1460846100691,1460130896764,1458353532130
509,M5925,0,broken,,,resolved,hardware,female,1457644032620,1456818601203,1457806378867
510,V4364,79,broken,,,pending,app,female,,1455750362044,1452638957176
511,D1925,6,no water,,,resolved,app,male,1458837298789,1458190698547,1455014311103
512,M2189,96,no soap,,,resolved,hardware,female,1460243028706,1458985735000,1459003371785
513,W7424,18,broken,,,pending,hardware,female,,1458174999656,1454597880637
514,Y2835,38,broken,,,resolved,app,male,1458194450787,1456666907252,1457959795901
515,Q7694,36,no water,,,resolved,app,male,1456485131871,1454670562753,1454180443725
516,A5003,53,no soap,,,resolved,hardware,female,1455231198431,1453729798667,1456677219243
517,A5082,21,no water,,,pending,hardware,male,,1456558846639,1455362967820
518,Z7439,38,broken,,,resolved,app,male,1457250331960,1454559510625,1460201025130
519,E9883,70,broken,,,pending,app,female,,1459552486571,1460282922438
520,H5909,8,dirty,,,resolved,hardware,male,1457026621218,1452770459621,1453031209215
521,I2876,7,no soap,,,resolved,hardware,female,1456129138050,1455906655370,1453856102395
522,F8029,74,broken,,,pending,app,female,,1454418212651,1454442237469
523,P3611,25,no water,,,pending,app,male,,1453560643129,1453437862501
524,J1114,78,no soap,,,resolved,hardware,male,1458623123696,1453584520395,1456702062374
525,U1161,42,broken,,,resolved,hardware,female,1456972580976,1456934366506,1457805816761
526,N9335,3,no water,,,pending,app,male,,1458504932418,1458828531062
527,X4292,79,no soap,,,pending,app,male,,1456676955628,1457438532644
528,X9948,2,no soap,,,pending,app,female,,1459891837233,1459825016290
529,F8326,81,no water,,,pending,app,male,,1458664643221,1452738271919
530,K7198,32,dirty,,,pending,app,female,,1452970873984,1455365052780
531,N2381,32,broken,,,resolved,app,female,1457127505000,1456839882509,1454929591560
532,B1452,91,broken,,,pending,app,male,,1453751104345,1452876514968
533,J678,40,no soap,,,resolved,app,female,1457969265297,1457511341915,1457487302000
534,H9960,40,broken,,,pending,hardware,female,,1457728240125,1459006489839
535,E2443,18,no soap,,,pending,hardware,female,,1455481630075,1460198427054
536,L9490,16,no soap,,,resolved,hardware,female,1460268401443,1459835352269,1456783706249
537,M4024,37,dirty,,,pending,hardware,male,,1459379948920,1458827733861
538,U7546,60,dirty,,,resolved,app,female,1459225452208,1458552467505,1459241393599
539,R5435,38,broken,,,resolved,hardware,male,1458203423830,1456181007793,1459139073302
540,E4193,41,no soap,,,pending,hardware,male,,1455083027483,1459536690508
541,S2612,67,dirty,,,resolved,hardware,male,1459078571061,1458946440843,1459130042552
542,S40,21,dirty,,,resolved,app,female,1458222601813,1457828151888,1457689626506
543,V559,56,broken,,,resolved,app,male,1459119963228,1459057971221,1458242778031
544,R7547,94,broken,,,pending,app,male,,1452822619855,1454649266574
545,M9075,23,no water,,,pending,hardware,female,,1452939820344,1457527249280
546,O8731,2,broken,,,resolved,app,male,1458694209485,1453308911585,1458089183564
547,E6299,60,dirty,,,resolved,app,male,1459036687299,1456642141064,1454491130274
548,H497,78,broken,,,resolved,app,male,1458179928635,1454870146997,1457517112845
549,P2573,52,no soap,,,pending,hardware,male,,1452736715738,1453531102766
550,D5634,98,broken,,,resolved,hardware,female,1459873023456,1459294301088,1456044544226
551,Q5025,44,no soap,,,resolved,hardware,male,1459123917534,1458264185642,1457922998370
552,Q5550,34,no water,,,pending,app,male,,1456692710735,1455969766609
553,J8152,55,no water,,,resolved,hardware,male,1455473706966,1455177303149,1455050280247
554,X6876,85,no soap,,,pending,hardware,female,,1455169540245,1452831871216
555,R2923,65,broken,,,pending,app,male,,1456309308268,1459403532148
556,Z5444,82,no soap,,,resolved,hardware,male,1455546247955,1455148774548,1457664392877
557,K6991,44,dirty,,,pending,app,female,,1458314345914,1456297776642
558,G9509,12,dirty,,,resolved,app,male,1455734111604,1455531579764,1453829741812
559,C5177,38,no soap,,,pending,hardware,male,,1459686845019,1456339522682
560,W6967,99,no water,,,pending,hardware,male,,1454677021674,1455055439093
561,R849,90,dirty,,,pending,hardware,female,,1453554450884,1453719634196
562,C1615,82,no water,,,pending,app,male,,1457697076791,1459394027434
563,G1547,89,broken,,,pending,hardware,male,,1454358079275,1452626292358
564,B5401,90,no water,,,resolved,hardware,male,1457261701406,1457105087078,1460046656384
